Gene,ERR2593198.bam,ERR3374021.bam,SRR10572661.bam,SRR16796949.bam,SRR3401747.bam,SRR3401748.bam,SRR3401749.bam,SRR3401750.bam,ERR4184070.bam,ERR4184071.bam,ERR4184072.bam,ERR4184073.bam,SRR3161766.bam,SRR3161767.bam,SRR3161768.bam,SRR3161769.bam,SRR12774953.bam,RCB003.Brain.bam,RCS001.Spleen.bam,SRR12774963.bam
LOC113832250,112,81,438,5679,42,25,79,43,5051,3792,3857,4470,48,57,54,59,206,2,27,56
Wdr1_1,6417,3819,11503,10512,1842,1770,1491,1361,20987,16387,15931,16828,3162,3080,2574,3190,2013,1070,2105,2852
Slc2a9_1,288,308,112,77,192,114,39,37,24,26,2,1,0,0,0,0,78,29,218,438
Drd5_1,0,0,0,0,0,0,1,5,1,0,2,0,0,0,0,0,3,71,0,0
Otop1_1,1,0,4,2,0,0,2,0,1,4,1,4,1,0,0,0,4,4,1,0
Tmem128_1,769,1033,1921,2332,940,868,840,821,1744,1301,1586,1702,772,658,647,748,171,102,346,225
Lyar_1,3109,4033,2557,2674,1561,1139,902,748,4467,3469,1920,2116,777,854,826,779,97,239,1186,144
Zbtb49_1,294,227,563,321,193,145,169,141,458,348,359,376,112,118,106,176,206,205,369,192
Nsg1_1,15,7,15,13,2,9,17,11,48,36,36,61,2,5,3,2,265,4689,223,115
Stx18_1,354,493,1125,1193,398,367,997,693,868,596,680,655,395,338,307,381,1187,564,283,237
Msx1_1,209,318,365,270,248,205,134,148,455,316,737,795,124,110,100,119,703,105,14,7
Cytl1_1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,6,1,0
Stk32b_1,1,0,1,0,69,177,33,34,1,0,0,1,0,0,0,0,24,66,0,2
Evc2_1,603,396,747,617,580,326,192,230,748,618,473,567,225,252,234,265,240,38,20,25
Evc_1,1406,1041,1676,1847,975,501,571,546,2364,1699,1301,1437,924,844,710,966,448,235,80,67
Crmp1_1,0,0,0,0,0,1,0,0,0,0,7,5,4,2,2,3,17,5204,20,5
CUNH4orf50_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,684,82,118
Jakmip1_1,25,3,2,0,0,0,1,0,31,23,10,5,0,0,0,0,228,2439,278,238
Wfs1_1,432,756,923,515,492,466,686,870,3865,3005,2217,2550,798,1030,894,919,327,1776,98,32
Ppp2r2c_1,0,0,4,2,0,0,0,1,1,0,0,0,1,0,0,0,186,7900,1,0
Man2b2_1,1158,1708,3916,2033,1888,2591,2132,2920,4019,2992,3460,3871,2258,2069,1904,2700,608,848,980,440
LOC100769822_1,3289,9576,6122,6173,3774,2926,3847,3874,12998,9980,6763,7173,1533,1212,1341,1328,1611,5460,2937,508
Bloc1s4_1,773,686,1118,1973,409,377,308,360,799,592,628,631,135,128,160,144,133,239,235,99
Kiaa0232_1,1452,783,3082,1831,889,837,827,1001,4732,3725,5886,6740,2902,2085,2083,2500,1228,3098,1128,810
Tbc1d14_1,294,1508,1318,968,1432,1436,1181,1430,4318,3290,4808,5364,1681,1352,1253,1511,921,1626,1467,1606
Ccdc96_1,17,41,39,23,8,3,22,19,49,33,37,44,1,2,3,1,125,50,19,14
Tada2b_1,475,431,714,639,421,214,428,384,1766,1391,1113,1297,235,297,238,290,226,373,660,434
Grpel1_1,2209,2207,4426,5715,1608,1373,1864,1832,6426,5031,5380,5698,1197,1162,1108,1237,423,964,1102,302
Sorcs2_1,0,1,1,1,0,0,1,1,0,1,3,2,0,0,0,0,490,1784,26,65
Psapl1_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,2
Afap1_1,3644,2109,5981,1765,1340,1328,1024,995,15727,12179,16880,18764,3887,3529,3320,3773,1312,850,261,255
Ablim2_1,1,3,14,6,18,28,4,11,17,9,4,12,11,9,10,14,61,1844,107,126
Sh3tc1_1,253,131,15,0,2,4,18,23,0,0,116,98,87,142,98,103,124,61,531,750
Htra3_1,17,10,9,6,36,54,13,8,0,0,5,1,13,10,12,26,1406,80,207,125
Acox3_1,1295,1238,3052,2639,532,431,539,486,2823,2281,2590,2921,862,917,712,975,600,579,408,275
Trmt44_1,501,315,1091,964,180,142,302,296,725,602,616,706,152,136,126,156,219,299,256,239
Cpz_1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,390,40,47,61
LOC113832275,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,2,0,24,12
Adra2c_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,324,6,0
Lrpap1_1,3644,4679,7068,5781,3605,4505,5309,6298,3130,2330,2896,3062,4878,4045,3850,5081,719,2378,772,347
Dok7_1,0,1,1,1,0,2,2,0,0,0,0,0,0,2,0,0,53,126,6,4
Hgfac_1,0,1,12,1,2,0,12,12,9,6,4,14,0,0,0,0,49,11,20,14
Rgs12_1,369,403,1495,570,292,217,353,282,1174,941,925,1018,268,289,269,285,746,594,888,494
Msantd1_1,10,13,51,8,17,13,47,46,189,147,136,107,13,1,8,6,140,111,54,54
Htt_1,3000,2481,11832,3599,1565,1123,1812,1551,12350,9463,9507,10292,3202,2671,2092,2783,2188,3063,2402,2634
Grk4_1,394,367,436,548,311,187,324,294,617,534,521,551,267,189,210,206,200,123,378,329
Nop14_1,997,2280,4265,1776,949,629,981,751,3932,2912,2391,2640,1333,1038,994,1006,229,479,944,257
Mfsd10_1,873,1538,1761,1053,959,728,1073,984,2054,1710,1229,1224,524,866,817,743,547,644,1078,294
Add1_1,5145,5583,9857,5641,6621,4568,4261,3870,7739,6188,6707,7493,7334,6569,5943,6946,2386,5765,7818,3818
Sh3bp2_1,137,242,273,138,539,828,221,191,317,273,916,880,571,523,390,617,225,148,1884,772
Tnip2_1,540,410,775,543,401,324,475,342,913,666,919,1036,234,215,184,290,242,95,360,620
Fam193a_1,342,723,1035,392,575,404,454,385,2593,2069,1852,2188,603,573,578,646,890,962,1198,986
Rnf4_1,2519,2080,5585,5090,1934,1279,1636,1599,7399,5885,4872,5224,2001,1668,1565,1629,1077,1701,2258,1398
Cfap99_1,3,0,0,8,2,0,0,2,18,21,1,2,0,0,0,0,132,39,0,1
Zfyve28_1,1,0,1,0,1,1,2,0,0,3,1,0,0,0,0,0,20,774,1,0
Mxd4_1,788,546,2732,2712,745,423,1827,2119,877,661,399,490,502,540,426,627,1267,1979,1421,1238
Haus3_1,1188,1000,1048,2140,422,244,642,536,2259,1740,1210,1347,446,349,360,367,75,62,515,95
LOC100769107_2,43,41,86,171,38,21,68,42,335,265,229,219,52,34,29,13,34,29,73,48
Nat8l_1,0,0,1,0,0,0,0,0,4,2,5,2,0,0,0,1,38,3444,23,15
CUNH4orf48_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,203,10,2
Nelfa_1,599,1054,1340,847,675,484,499,481,1917,1596,1549,1662,528,620,592,645,263,537,1103,260
Nsd2_1,3512,6639,9782,7376,4419,1994,2085,1629,20290,15478,11531,12946,5855,4839,4615,4116,1257,1762,5805,1478
Letm1_1,4510,4536,7067,4556,2499,1432,1995,1707,6580,4897,4149,4659,2436,1990,2064,2159,516,1967,2368,581
LOC107978793_1,23,25,11,5242,5,3,5,5,763,499,515,561,6,10,9,7,6,0,2,5
Fgfr3_1,123,115,117,61,88,123,126,177,227,186,214,237,39,34,38,33,53,2546,49,46
Tacc3_1,1846,2170,1815,3883,1294,590,635,321,6418,5083,3852,4426,1459,1475,1329,1041,141,49,2861,232
Tmem129_1,1279,1746,2303,1600,2155,1653,2474,2307,4149,3148,3435,3612,2253,2120,1753,2182,281,805,1105,303
Slbp_1,1174,890,1269,3040,1053,723,1063,779,2993,2242,1177,1379,765,609,595,562,206,265,3983,264
Fam53a_1,662,790,1676,1742,595,421,618,501,1790,1321,1658,1770,435,584,517,551,301,389,648,234
LOC113832231,0,0,0,1,2,0,2,1,0,2,2,1,0,0,0,0,0,1,0,0
Uvssa_1,480,319,1622,880,257,233,246,263,903,815,721,773,320,270,182,345,310,226,439,517
Maea_1,2391,2996,5892,5483,2340,1474,2165,2184,4939,3771,4165,4265,1457,2015,1748,1878,888,1311,2050,789
Ctbp1_1,3177,3090,5187,8015,3078,1549,856,1041,4999,3854,3115,3449,1165,1484,1515,1432,1247,2672,7716,2017
Spon2_1,0,1,45,28,604,307,106,79,12,13,21,24,60,45,40,83,648,19,64,18
Slc5a1_1,1,5,3,5,1,1,6,3,0,0,2,2,0,3,0,1,29,1,1,3
Ywhah_1,2564,5614,6307,6624,4872,3000,1895,1861,15165,11712,7874,8513,5219,4113,3912,3820,809,14481,3938,543
Depdc5_1,1276,1066,1771,1586,752,524,1256,1022,3764,2953,3297,3787,971,757,729,827,483,1098,597,483
Prr14l_1,1962,1080,5446,1590,907,732,888,838,7629,5773,6071,6594,1615,1214,1074,1340,1547,1014,1594,2366
Pisd_1,888,705,2325,1631,541,483,459,451,2106,1478,1425,1526,747,711,648,705,273,416,425,237
LOC100771980_2,915,470,1049,796,402,175,252,280,1518,1218,925,991,244,322,274,271,347,395,309,124
Eif4enif1_1,1314,1176,1952,1317,862,537,644,577,2540,1970,1966,2097,876,733,709,786,514,925,1523,581
Drg1_1,1427,2364,2976,3049,1397,1114,1677,1653,3552,2639,2750,2929,1196,1072,994,977,393,416,725,503
Patz1_1,461,419,700,567,479,217,177,258,979,845,600,673,200,183,207,179,645,704,742,545
Pik3ip1_1,96,97,87,37,18,38,40,60,151,135,128,186,25,23,10,27,276,655,793,767
Limk2_1,599,532,1524,1119,481,321,477,432,1532,1212,974,1124,529,445,348,453,700,522,1368,457
Rnf185_1,703,884,2055,1419,795,738,1360,1173,2431,1974,1883,2060,1188,985,878,1091,410,1038,519,352
Pla2g3_1,6,2,16,2,2,0,4,3,13,9,23,19,0,0,0,0,11,37,2,7
Inpp5j_1,49,232,264,49,110,116,207,252,648,538,459,455,1,0,0,0,80,1080,16,9
Selenom_1,464,951,1318,1094,602,751,378,534,1271,988,773,792,150,217,233,260,401,1735,110,39
Smtn_1,184,875,586,314,866,495,980,691,2141,1644,911,948,350,505,493,419,1641,301,606,156
LOC113832278,1,0,0,83,0,0,0,0,309,224,159,202,0,0,0,0,1,1,0,0
Morc2_2,1138,2109,2916,1053,1930,1209,1980,1851,3671,2707,2813,3159,1805,1540,1377,1628,909,1633,1221,696
Osbp2_1,0,0,1,2,2,83,19,10,0,0,0,0,0,0,0,0,17,953,2,5
CUNH5orf52_1,4,10,29,8,14,10,22,17,28,18,28,41,9,13,2,4,2,5,0,2
Dusp18_1,254,314,600,420,308,247,358,305,681,487,593,600,352,308,282,323,199,193,92,52
Slc35e4_1,499,666,1300,1027,579,439,342,320,1446,1137,978,1127,229,364,322,345,72,147,61,14
Tcn2_1,71,40,663,228,29,85,70,291,26,25,33,35,3,6,0,1,845,569,2141,1297
Pes1_1,2489,1998,6451,5107,2581,1556,1781,1676,5921,4570,4151,4423,1841,1857,1597,1968,395,649,1815,433
Gal3st1_1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,50,111,1,0
LOC100759451_1,0,0,0,227,0,0,2,2,1,1,1,0,0,0,1,0,254,3,0,1
Sec14l3_1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,1,2,0,1
Mtfp1_1,60,64,133,177,26,17,72,67,131,116,166,177,18,26,22,19,50,192,118,31
Sec14l2_1,84,27,168,153,38,18,36,38,92,65,100,110,20,30,23,17,80,1001,75,96
Rnf215_1,683,626,1001,1132,420,271,450,446,749,574,691,750,279,276,293,313,263,406,435,158
Ccdc157_1,80,80,333,212,61,55,186,200,98,73,111,139,35,40,27,43,443,251,51,38
Sf3a1_1,1315,3433,4104,1499,2105,1520,2294,2322,7789,6046,5488,6064,2782,2201,2342,2500,1080,1775,3708,1420
Tbc1d10a_1,454,623,1236,922,376,327,377,383,1112,828,1200,1202,414,579,454,536,223,311,683,250
Castor1_1,192,261,225,158,203,140,171,180,228,150,205,249,213,298,252,306,113,79,145,53
Osm_1,10,7,33,16,24,50,10,9,46,44,70,75,22,28,25,40,10,2,140,75
Lif_1,2152,1019,3807,3969,790,1542,96,98,2820,2192,3439,3885,2007,1799,1552,2457,14,4,26,5
Mtmr3_1,2137,1484,5379,3472,1491,1316,2461,2528,4968,3864,5205,5906,2528,2140,1922,2426,1622,2105,2923,2166
Ascc2_1,740,983,2387,1118,709,480,621,557,2101,1612,1435,1429,549,494,461,597,386,298,825,424
LOC100774773_1,938,1303,3956,6015,1140,1619,1869,1674,2320,1838,891,869,234,342,467,324,350,1923,1643,287
Zmat5_1,407,571,593,5783,232,248,392,436,502,471,529,554,236,222,215,218,50,515,176,37
Cabp7_1,4,1,12,0,2,0,2,11,12,15,23,15,2,4,1,2,6,701,1,6
LOC113832285,0,1,2,0,1,0,6,4,6,0,6,2,0,0,0,0,2,49,0,1
Nf2_1,2210,2356,7699,6234,1770,1465,1376,1300,4626,3695,3882,4213,2415,2120,1927,2322,986,906,701,484
LOC113832283,53,1,97,314,0,1,4,5,329,256,230,258,6,6,3,1,122,1,1,87
Nipsnap1_1,1294,1298,4435,4805,987,1040,1003,936,4355,3308,2637,2816,1261,1118,1078,1122,279,1512,296,168
Thoc5_1,3470,3187,4298,3629,2009,966,1714,1594,6824,5395,1938,1966,801,710,681,744,383,890,1499,492
Nefh_1,1,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,1,2678,1,0
Ap1b1_1,5632,6715,21712,8335,3381,2601,4993,5030,15041,11448,7145,7729,3889,3924,3674,4405,869,3105,8962,1259
Gas2l1_1,1400,3119,3638,1553,1399,919,1498,1452,3378,2620,2255,2444,535,609,653,749,293,863,342,52
Rasl10a_1,37,195,158,37,60,132,150,169,343,241,228,284,77,64,54,56,38,326,20,3
Ewsr1_1,3629,7590,13652,6487,6561,4616,2928,3300,10210,8228,8405,8967,5010,5129,5032,5512,1809,4055,10039,2500
Rhbdd3_1,706,678,1228,1268,602,455,397,359,1008,799,1033,1127,361,486,421,464,172,229,432,178
Emid1_1,2,0,8,1,0,0,0,1,2,0,2,8,0,0,0,0,133,88,83,63
LOC100772745_1,676,782,1396,896,654,736,902,890,1916,1632,1806,1989,813,751,642,1002,948,811,222,189
Xbp1_1,894,594,1863,1854,1330,1675,2160,1638,3026,2343,2788,3120,1899,1592,1477,1632,618,951,1438,1007
Ccdc117_1,2241,1911,4159,4299,1305,884,1533,1367,4186,3265,3249,3465,1797,1401,1435,1361,446,484,1923,805
LOC113832286,0,0,0,1,0,0,0,0,73,70,81,73,0,0,0,0,2,0,0,0
LOC113832287,0,0,8,1,0,0,0,0,75,54,81,80,0,0,0,0,2,0,0,0
LOC113832288,0,0,3,1,0,0,0,0,122,82,108,106,0,0,0,0,0,0,0,0
LOC113832289,13,0,26,0,0,0,0,0,127,80,110,107,0,1,1,1,0,0,0,1
Mrps18a_1,0,0,0,2817,0,4,0,0,3410,2532,2066,2086,0,0,0,1,1,3,1,0
LOC113832311,0,2,13,1270,5,1,1,2,1889,1358,1143,1170,0,1,0,0,0,6,5,1
Vegfa_1,349,511,484,614,1338,1623,470,729,1833,1446,4592,5092,1340,1456,1383,1836,553,1361,1447,648
Mrpl14_1,963,1142,2286,2295,832,662,1834,1819,2508,1779,1204,1258,483,531,437,506,211,515,635,264
Tmem63b_1,600,967,7215,1032,609,798,964,1295,2848,2300,2920,3207,714,751,732,983,340,2565,476,193
Capn11_1,9,16,20,19,3,0,10,15,98,62,46,53,7,10,8,6,18,33,34,11
Mymx_1,0,0,1,0,0,0,0,1,0,6,3,6,0,0,0,0,2,3,37,2
LOC100754792_1,2916,3006,2260,2201,2641,1464,785,515,9432,7313,3290,3587,2560,2994,2687,2851,768,618,5825,573
LOC100754792_2,37323,80755,40837,18060,44087,29951,24470,24418,218547,166528,101053,107757,47077,36734,37574,38167,7788,26251,25006,4153
Slc35b2_1,989,911,1736,2576,1168,1215,1786,2220,4144,3204,1630,1869,925,935,769,970,479,408,673,281
Nfkbie_1,1082,857,932,1094,551,403,321,181,1423,1108,1542,1792,537,569,552,633,63,149,1000,818
Tmem151b_1,1327,1779,2259,2483,1048,1673,842,951,9184,7264,9539,9907,2068,1904,1823,2142,285,4290,55,17
Tcte1_1,3,0,16,0,0,0,0,0,8,9,17,24,0,0,0,0,197,32,2,1
Aars2_1,1065,1005,2196,1686,464,358,316,428,3481,2617,2799,3087,145,261,230,262,184,526,412,192
Spats1_1,66,73,252,346,25,30,53,36,630,518,339,453,38,50,50,60,13,58,34,20
LOC107978680_1,949,445,1565,1307,422,323,609,475,2783,2162,1167,1360,195,164,165,194,180,293,279,195
Cdc5l_1,3193,3286,5358,3418,2023,1622,2451,2326,9253,7061,4879,5295,2396,1782,1897,1946,756,2640,3310,851
Supt3h_1,113,501,304,223,354,372,295,216,1241,913,644,712,424,366,405,379,117,151,101,95
LOC103161045_1,14,0,7,1,0,0,0,0,35,22,19,27,0,0,0,3,39,1,0,19
Runx2_1,215,582,526,196,963,777,228,191,1531,1158,2173,2392,1535,1143,1069,1431,254,241,498,326
Clic5_1,15,6,12,7,108,280,508,353,0,2,0,2,0,0,1,0,1389,206,1631,2821
Enpp4_1,6,3,4,3,12,15,9,9,0,1,4,0,0,0,0,0,368,789,1102,1350
Enpp5_1,1,0,1,0,0,0,2,8,0,0,0,0,0,0,0,0,337,2979,499,493
Rcan2_1,5,2,4,4,2,1,11,14,3,2,5,0,0,0,0,0,84,4672,184,115
LOC100759356_1,143,119,238,404,1,2,1,2,339,233,397,419,0,0,0,0,135,42,165,125
Slc25a27_1,103,115,185,142,0,0,2,0,170,104,139,155,0,0,0,0,152,435,257,206
Tdrd6_1,0,0,1,0,0,0,0,0,0,2,7,9,0,0,0,0,6,0,1,0
LOC100769497_2,413,259,1179,1097,2,0,7,10,2638,2071,10491,11039,0,0,0,0,8041,1289,1283,147
Ankrd66_1,0,0,5,41,1,0,0,0,0,0,3,5,0,0,0,0,204,28,23,1
Mep1a_1,1,0,42,18,0,2,31,199,0,3,2,4,0,0,0,0,52,7,10,3
Adgrf5_1,3,5,24,15,5,67,33,49,5,7,3,1,1,1,0,0,840,818,533,1137
Adgrf1_1,210,279,324,136,105,130,43,50,133,129,579,725,76,81,60,97,98,1,21,3
Tnfrsf21_1,3583,3251,8988,8406,3266,2610,927,1087,31407,23992,18537,20033,6168,5561,5698,5992,706,1422,1983,1561
Cd2ap_1,4235,2820,7571,9026,2075,1738,2489,2457,14412,11183,5973,6535,2786,1945,2113,2272,980,428,2273,2726
Adgrf2_1,0,2,8,4,1,5,10,12,1,3,1,1,1,0,0,0,1,1,0,3
Adgrf4_1,1,0,59,44,2,5,9,4,17,8,1,9,0,0,0,0,6,54,0,3
Opn5_1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1
LOC100751000_1,0,0,0,0,0,0,4,5,0,0,0,1,0,0,0,0,35,28,3,1
Mmut_1,1549,1201,2780,2319,1233,1111,1410,1214,4866,3883,3449,3683,1877,1466,1406,1473,462,868,967,640
Cenpq_1,1195,1187,1598,2875,646,358,446,407,4986,3752,1618,1655,681,567,526,515,184,368,1182,456
Glyatl3_1,3,5,6,3,24,4,12,5,40,42,19,18,6,11,6,10,20,48,75,40
C1H6orf141_1,42,65,152,231,34,28,11,14,1044,757,668,704,128,105,79,115,34,4,36,1
LOC100766444_1,7,17,16,20,2,8,4,5,78,67,82,116,51,32,22,34,9,2,12,0
Rhag_1,0,1,2,0,0,0,4,3,58,40,89,120,0,0,0,0,1,61,7630,372
Crisp2_1,0,0,25,27,1,4,18,17,2,1,3,7,0,2,0,0,0,0,1,0
LOC113832329,0,0,0,41,1,0,5,3,70,62,63,109,0,0,0,1,0,0,0,0
LOC113832330_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100755475_1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Pgk2_1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crisp1_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Defb113_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113832331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC100756066_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC113832340,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dlg5_1,1190,1749,3044,1130,1446,1067,670,668,5078,3932,4616,5118,2494,2374,2067,2610,1081,968,136,147
LOC113831138_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,86,1,0
Kcnma1_1,0,1,0,1,1,5,22,59,7,4,5,14,0,0,0,0,750,5413,10,5
Lrmda_1,0,0,0,0,0,0,0,0,3,2,2,3,0,0,0,0,51,7,56,137
LOC113832336,10,14,5,12,0,0,0,0,37,22,30,37,0,0,0,0,622,109,161,67
Comtd1_1,411,463,692,1076,525,371,91,90,969,762,683,647,25,51,53,41,163,143,219,52
Vdac2_1,7981,7959,11784,13797,4087,3200,3419,3545,9257,7177,7368,7867,5029,3953,4021,4026,1346,4538,3213,1064
Samd8_1,2719,1602,7762,6459,1640,1760,2976,3100,6090,4594,5432,5939,2824,2040,2069,2419,941,1709,320,664
LOC113830718_1,13,1,27,16,8,2,5,2,23,16,19,18,8,3,3,0,3,0,0,1
LOC100760949_1,13,18,54,7,11,7,10,5,48,36,30,48,12,15,12,18,2,0,0,0
Dupd1_1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
Kat6b_1,340,546,1197,637,773,492,386,451,1785,1419,1243,1355,537,436,371,464,1265,1456,755,980
Adk_1,2285,2840,2857,5855,818,1102,695,590,4523,3484,5349,5790,3075,2505,2460,2597,422,843,749,281
Ap3m1_1,2400,2346,4612,3173,934,969,989,834,5133,4025,4612,5073,3299,2436,2510,2616,707,1323,1914,1083
Vcl_1,4204,2096,22118,4240,438,353,411,302,18278,13667,12867,14289,2515,2089,2051,2241,3292,567,1169,1009
Plau_1,45,75,261,203,40,80,80,66,73,50,71,75,3,8,7,8,874,112,314,184
Camk2g_1,1394,1815,3660,2711,1101,1042,2456,2647,3645,2876,3462,3882,933,941,825,890,720,3587,760,837
Ndst2_1,573,1077,2075,1027,724,542,467,485,2818,2251,2132,2468,677,644,632,801,474,348,821,384
Zswim8_1,2452,2961,9685,1811,2328,1212,4035,5108,4973,3771,3620,4047,1127,1343,1162,1650,1394,3133,2548,983
Chchd1_1,1528,1516,3021,4491,1125,897,670,774,1566,1095,931,947,351,405,387,389,101,416,811,199
Fut11_1,991,332,676,646,130,83,29,39,1252,906,543,574,60,36,32,42,182,64,96,179
Sec24c_1,3451,3780,7293,3989,4799,3877,6259,6164,8988,7373,8907,10128,4382,4034,3418,4155,1238,1593,2775,1155
Synpo2l_1,71,18,66,27,17,5,29,28,126,90,165,169,5,5,3,3,27,14,39,62
Myoz1_1,2,3,6,1,1,0,2,3,35,30,67,97,2,3,2,0,13,9,137,58
Usp54_2,702,683,1817,1220,699,529,780,631,1528,1143,1678,1845,753,612,528,687,1103,1577,787,536
Ppp3cb_1,1583,2242,4549,4334,1761,1321,2557,2090,2778,2132,4276,4911,1728,1440,1448,1437,765,4603,1250,1521
Mss51_1,32,34,95,32,22,17,21,18,52,49,91,120,29,21,14,14,92,27,73,254
Anxa7_1,3903,2989,6180,3875,4188,3531,4220,4618,5817,4763,5385,5749,3567,3065,2773,3243,859,1363,2957,878
Cfap70_1,91,51,301,125,31,27,69,81,108,84,128,138,31,30,17,28,318,84,62,86
Mrps16_1,625,654,913,1148,670,429,610,460,1346,1026,755,728,259,332,255,301,113,224,344,124
Dnajc9_1,1766,2059,1853,4334,1819,1333,1651,950,4036,2942,2033,2259,977,864,778,857,229,1808,2083,239
Fam149b1_1,577,586,1510,1750,730,690,809,798,1070,846,824,898,492,422,371,488,238,586,425,247
Ecd_1,2237,2119,3287,2151,1328,1045,738,709,2918,2257,2136,2391,1367,1062,1062,1105,322,771,715,397
Nudt13_1,520,313,626,433,397,273,298,280,727,563,562,601,148,146,100,120,80,104,202,150
Kcnk16_1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
LOC100760515_1,0,0,2,753,0,0,0,2,6,1,3,2,0,0,0,0,0,1,3,0
Kcnk5_1,688,421,355,643,418,280,259,197,1650,1382,2509,2695,410,416,373,434,269,9,258,108
Saysd1_1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,85,30,69,103
Gng2_1,0,0,0,0,1,2,2,1,0,0,0,0,0,0,0,0,33,1235,441,381
Rtraf_1,5283,4870,8041,10553,2746,2476,2982,2756,3927,2906,2920,3068,2272,1733,1682,1897,402,1168,1718,589
Nid2_1,143,105,121,69,95,44,59,55,106,85,72,101,5,6,2,7,477,133,40,50
LOC100754453_1,11,15,1,16587,1,1,1,0,1352,1126,702,806,0,0,1,1,1,4,45,1
Plac8_1,5285,6579,1886,3042,1039,920,340,435,5298,4087,5034,5210,4985,3906,3704,4663,1106,91,1784,1455
Cops4_1,3763,3649,4846,5463,1382,1031,1002,1015,4326,3495,2989,3179,1501,1294,1329,1217,403,1371,1019,338
Lin54_1,2141,1786,2382,2896,979,377,896,550,4605,3636,3280,3652,1260,1069,1113,1010,182,273,942,502
Sec31a_1,2483,3052,5015,1992,2456,2416,3185,3069,7572,5999,7541,8361,4474,3751,3730,4010,1823,1401,1980,1463
Scd5_1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1
Tmem150c_1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,22,284,15,32
Enoph1_1,1585,1410,1946,3339,1120,908,807,571,1851,1501,1225,1274,621,673,617,708,283,1735,586,342
Hnrnpdl_1,4199,4340,7612,6255,2374,1355,1268,1346,8346,6398,4416,4668,1843,1448,1423,1910,1113,4213,4065,1277
Hnrnpd_1,1319,9778,2954,849,4823,2137,2035,1651,9731,7360,4113,4526,2516,2001,2185,1984,761,1742,6980,1048
LOC113832342_1,78,23,95,26,3,3,2,3,179,127,141,166,6,6,5,8,154,22,21,244
Rasgef1b_1,0,0,23,10,3,10,3,7,0,0,0,0,0,0,0,0,168,545,473,1347
Prkg2_2,0,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,19,175,4,2
Bmp3_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,92,27,22
Cfap299_1,7,8,19,14,5,13,18,16,0,0,3,1,0,0,0,0,47,15,0,0
LOC100772695_1,0,0,0,270,5,4,3,3,26,13,21,24,0,0,0,0,1,0,0,0
Fgf5_1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,14,2,1
Prdm8_1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,12,417,1,0
Antxr2_1,2507,3644,6833,4306,1071,1049,675,686,6328,4803,5686,6060,2245,1453,1660,1969,844,40,313,657
Gk2_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Naa11_1,0,0,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paqr3_1,423,362,1491,1256,319,500,956,987,1308,1000,1024,1120,353,259,287,300,118,543,110,182
Bmp2k_1,2111,1622,4918,2350,1402,1145,2182,1488,5419,4187,3213,3577,1351,1147,1162,1234,942,640,6152,4176
Anxa3_1,186,193,322,563,244,356,351,345,144,100,60,64,47,40,35,56,100,126,138,84
LOC100753685_2,232,306,188,36,223,276,147,155,19,10,29,36,437,349,292,413,432,654,28,88
LOC100760353_1,1116,2085,2007,1377,812,876,608,600,2044,1433,1865,1913,1031,772,869,819,75,310,406,85
